proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathwayClass	pathwayType
151949	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.			Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
154814	2.7.11.1							
160618	2.5.1.108							
160687	2.7.11.2							
161989	3.6.4.12							
162104	2.7.11.1							
163402	6.2.1.3	Long-chain-fatty-acid--CoA ligase.	ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA.			Fatty acid metabolism	Lipid Metabolism	METABOLIC
163661	1.1.1.302							
166286	3.6.4.13							
169697	3.1.1.8	Cholinesterase.	An acylcholine + H(2)O = choline + a carboxylic acid anion.		Drug induced (postanesthetic) apnea; MIM:177400.			
170729	2.4.2.19	Nicotinate-nucleotide pyrophosphorylase (carboxylating).	Nicotinate D-ribonucleotide + diphosphate + CO(2) = pyridine-2,3-dicarboxylate + 5-phospho-alpha-D-ribose 1-diphosphate.			Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
171068	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
171068	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
171068	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
171353	2.7.11.22							
173247	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
174172	1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating).	3-oxopropanoate + CoA + NAD(P)(+) = acetyl-CoA + CO(2) + NAD(P)H.			beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
174172	1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating).	3-oxopropanoate + CoA + NAD(P)(+) = acetyl-CoA + CO(2) + NAD(P)H.			3-Chloroacrylic acid degradation	Biodegradation of Xenobiotics	METABOLIC
174172	1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating).	3-oxopropanoate + CoA + NAD(P)(+) = acetyl-CoA + CO(2) + NAD(P)H.			Inositol metabolism	Carbohydrate Metabolism	METABOLIC
174172	1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating).	3-oxopropanoate + CoA + NAD(P)(+) = acetyl-CoA + CO(2) + NAD(P)H.			Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
174172	1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating).	3-oxopropanoate + CoA + NAD(P)(+) = acetyl-CoA + CO(2) + NAD(P)H.			Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
174172	1.2.1.27	Methylmalonate-semialdehyde dehydrogenase (acylating).	2-methyl-3-oxopropanoate + CoA + NAD(+) = propanoyl-CoA + CO(2) + NADH.			Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
174172	1.2.1.27	Methylmalonate-semialdehyde dehydrogenase (acylating).	2-methyl-3-oxopropanoate + CoA + NAD(+) = propanoyl-CoA + CO(2) + NADH.			Inositol metabolism	Carbohydrate Metabolism	METABOLIC
174172	1.2.1.27	Methylmalonate-semialdehyde dehydrogenase (acylating).	2-methyl-3-oxopropanoate + CoA + NAD(+) = propanoyl-CoA + CO(2) + NADH.			Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
174517	1.6.5.2	Transferred entry: 1.6.99.2.						
174519	1.6.5.2	Transferred entry: 1.6.99.2.						
176704	1.1.1.156	Glycerol 2-dehydrogenase (NADP+).	Glycerol + NADP(+) = glycerone + NADPH.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
177626	2.7.1.31	Glycerate kinase.	ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
177626	2.7.1.31	Glycerate kinase.	ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.			Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
177626	2.7.1.31	Glycerate kinase.	ATP + (R)-glycerate = ADP + 3-phospho-(R)-glycerate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
180888	3.2.1.20	Alpha-glucosidase.	Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.		Glycogen storage disease II; MIM:232300.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
180888	3.2.1.20	Alpha-glucosidase.	Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.		Glycogen storage disease II; MIM:232300.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
182072	2.3.2.27							
182550	1.1.1.65	Pyridoxine 4-dehydrogenase.	Pyridoxine + NADP(+) = pyridoxal + NADPH.			Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
184061	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.		Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
185734	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
185897	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
190680	3.1.1.23	Acylglycerol lipase.	Hydrolyses glycerol monoesters of long-chain fatty acids.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
190710	2.3.1.97	Glycylpeptide N-tetradecanoyltransferase.	Tetradecanoyl-CoA + glycyl-peptide = CoA + N-tetradecanoylglycyl- peptide.					
192395	3.2.1.73	Licheninase.	Hydrolysis of 1,4-beta-D-glycosidic linkages in beta-D-glucans containing 1,3- and 1,4-bonds.					
198280	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
206306	1.1.1.156	Glycerol 2-dehydrogenase (NADP+).	Glycerol + NADP(+) = glycerone + NADPH.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
207036	4.2.1.103							
207839	1.3.8.6							
212140	5.4.2.3	Phosphoacetylglucosamine mutase.	N-acetyl-D-glucosamine 1-phosphate = N-acetyl-D-glucosamine 6-phosphate.			Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
212975	2.1.1.34	"tRNA (guanosine-2'-O-)-methyltransferase."	"S-adenosyl-L-methionine + tRNA = S-adenosyl-L-homocysteine + tRNA containing 2'-O-methylguanosine."					
214851	2.3.2.27							
215347	3.6.4.13							
215666	2.4.1.15	Alpha,alpha-trehalose-phosphate synthase (UDP-forming).	UDP-glucose + D-glucose 6-phosphate = UDP + alpha,alpha-trehalose 6-phosphate.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
215666	3.1.3.12	Trehalose-phosphatase.	Trehalose 6-phosphate + H(2)O = trehalose + phosphate.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
215836	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.			Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
215836	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
216339	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.		Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
221021	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
223484	3.6.3.6	Proton-exporting ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	Magnesium.		Oxidative phosphorylation	Energy Metabolism	METABOLIC
229222	2.1.1.314							
229394	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Taurine and hypotaurine metabolism	Metabolism of Other Amino Acids	METABOLIC
229394	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
229394	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
229394	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
229394	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
232192	2.7.1.107	Diacylglycerol kinase.	ATP + 1,2-diacylglycerol = ADP + 1,2-diacylglycerol 3-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
232192	2.7.1.107	Diacylglycerol kinase.	ATP + 1,2-diacylglycerol = ADP + 1,2-diacylglycerol 3-phosphate.					
234007	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.					
235551	2.7.11.1							
239642	1.14.19.1							
240217	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
240217	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
240217	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
240589	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
242037	3.1.11.7							
242037	3.1.11.8							
242037	3.1.12.2							
242675	1.1.1.283							
244320	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase.	(3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP(+) = 3-oxoacyl- [acyl-carrier protein] + NADPH.			Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC
244455	5.4.2.12							
244606	4.1.2.22	Fructose-6-phosphate phosphoketolase.	D-fructose 6-phosphate + phosphate = acetyl phosphate + D-erythrose 4-phosphate + H(2)O.	Thiamine pyrophosphate.				
244606	4.1.2.9	Phosphoketolase.	D-xylulose 5-phosphate + phosphate = acetyl phosphate + D-glyceraldehyde 3-phosphate + H(2)O.	Thiamine pyrophosphate.		Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
244606	4.1.2.9	Phosphoketolase.	D-xylulose 5-phosphate + phosphate = acetyl phosphate + D-glyceraldehyde 3-phosphate + H(2)O.	Thiamine pyrophosphate.		Carbon fixation	Energy Metabolism	METABOLIC
244606	4.1.2.9	Phosphoketolase.	D-xylulose 5-phosphate + phosphate = acetyl phosphate + D-glyceraldehyde 3-phosphate + H(2)O.	Thiamine pyrophosphate.		Methane metabolism	Energy Metabolism	METABOLIC
246232	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).					
246347	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).					
246965	1.14.99.51							
246965	2.1.1.261							
246965	2.1.1.44	Dimethylhistidine N-methyltransferase.	S-adenosyl-L-methionine + N(alpha),N(alpha)-dimethyl-L-histidine = S-adenosyl-L-homocysteine + N(alpha),N(alpha),N(alpha)-trimethyl-L- histidine.					
249204	2.1.1.43	Histone-lysine N-methyltransferase.	S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine.			Lysine degradation	Amino Acid Metabolism	METABOLIC
253061	2.1.1.312							
255526	2.6.1.27	Tryptophan aminotransferase.	L-tryptophan + 2-oxoglutarate = indole-3-pyruvate + L-glutamate.	Pyridoxal-phosphate.		Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
255526	2.6.1.39	2-aminoadipate aminotransferase.	L-2-aminoadipate + 2-oxoglutarate = 2-oxoadipate + L-glutamate.	Pyridoxal-phosphate.		Lysine degradation	Amino Acid Metabolism	METABOLIC
255526	2.6.1.39	2-aminoadipate aminotransferase.	L-2-aminoadipate + 2-oxoglutarate = 2-oxoadipate + L-glutamate.	Pyridoxal-phosphate.		Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
255526	2.6.1.5	Tyrosine aminotransferase.	L-tyrosine + 2-oxoglutarate = 4-hydroxyphenylpyruvate + L-glutamate.	Pyridoxal-phosphate.	Tyrosinemia II (Richner-Hanhart syndrome); MIM:276600.	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
255526	2.6.1.5	Tyrosine aminotransferase.	L-tyrosine + 2-oxoglutarate = 4-hydroxyphenylpyruvate + L-glutamate.	Pyridoxal-phosphate.	Tyrosinemia II (Richner-Hanhart syndrome); MIM:276600.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
255526	2.6.1.5	Tyrosine aminotransferase.	L-tyrosine + 2-oxoglutarate = 4-hydroxyphenylpyruvate + L-glutamate.	Pyridoxal-phosphate.	Tyrosinemia II (Richner-Hanhart syndrome); MIM:276600.	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
255526	2.6.1.5	Tyrosine aminotransferase.	L-tyrosine + 2-oxoglutarate = 4-hydroxyphenylpyruvate + L-glutamate.	Pyridoxal-phosphate.	Tyrosinemia II (Richner-Hanhart syndrome); MIM:276600.	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
255526	2.6.1.57	Aromatic amino acid transferase.	An aromatic amino acid + 2-oxoglutarate = an aromatic oxo acid + L-glutamate.	Pyridoxal-phosphate.		Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
255526	2.6.1.57	Aromatic amino acid transferase.	An aromatic amino acid + 2-oxoglutarate = an aromatic oxo acid + L-glutamate.	Pyridoxal-phosphate.		Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
255526	2.6.1.57	Aromatic amino acid transferase.	An aromatic amino acid + 2-oxoglutarate = an aromatic oxo acid + L-glutamate.	Pyridoxal-phosphate.		Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
255526	2.6.1.57	Aromatic amino acid transferase.	An aromatic amino acid + 2-oxoglutarate = an aromatic oxo acid + L-glutamate.	Pyridoxal-phosphate.		Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
256565	2.3.2.26							
262189	2.1.1.205							
266093	3.1.26.5	Ribonuclease P.	"Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor."					
267138	5.4.99.7	Lanosterol synthase.	(S)-2,3-epoxysqualene = lanosterol.			Sterol biosynthesis	Lipid Metabolism	METABOLIC
269404	2.3.2.23							
270916	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
270916	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.		Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
272613	1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH).	(R)-mevalonate + CoA + 2 NADP(+) = (S)-3-hydroxy-3-methylglutaryl-CoA + 2 NADPH.			Sterol biosynthesis	Lipid Metabolism	METABOLIC
273193	3.1.2.12	S-formylglutathione hydrolase.	S-formylglutathione + H(2)O = glutathione + formate.			Methane metabolism	Energy Metabolism	METABOLIC
273946	2.7.7.41	Phosphatidate cytidylyltransferase.	CTP + phosphatidate = diphosphate + CDP-diacylglycerol.					
273946	2.7.7.41	Phosphatidate cytidylyltransferase.	CTP + phosphatidate = diphosphate + CDP-diacylglycerol.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
274236	3.5.2.3	Dihydroorotase.	(S)-dihydroorotate + H(2)O = N-carbamoyl-L-aspartate.			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
276473	5.1.3.3	Aldose 1-epimerase.	Alpha-D-glucose = beta-D-glucose.			Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
279351	2.4.1.265							
279894	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
279894	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
279894	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
281706	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Glycosaminoglycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
281706	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
281706	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
281706	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
281706	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.		Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
284764	2.1.1.233							
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Synthesis and degradation of ketone bodies	Lipid Metabolism	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
288904	2.3.1.9	Acetyl-CoA C-acetyltransferase.	2 acetyl-CoA = CoA + acetoacetyl-CoA.		Alpha-methylacetoaceticaciduria; MIM:203750.	Lysine degradation	Amino Acid Metabolism	METABOLIC
289920	3.5.1.122							
293008	4.4.1.17	Holocytochrome-c synthase.	Holocytochrome c = apocytochrome c + heme.			Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
299201	1.14.19.18							
299516	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
305612	1.16.3.1	Ferroxidase.	4 Fe(2+) + 4 H(+) + O(2) = 4 Fe(3+) + 2 H(2)O.	Copper.		Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
